vegetable_name,season,year,month,supply_level,demand_level,location,market_type,rainfall_index,quality_grade,holiday_season_flag,Price
Carrot,Rainy,2024,12,463,686,Hyderabad,Wholesale,4.915536312,C,1,50.24
Potato,Summer,2021,4,152,501,Hyderabad,Retail,61.27179204,C,0,47.62
Carrot,Summer,2022,4,789,500,Mumbai,Wholesale,5.765561427,B,0,47.47
Potato,Winter,2021,3,660,677,Kolkata,Retail,75.17904737,A,0,44.01
Carrot,Winter,2024,4,531,657,Hyderabad,Wholesale,54.85290681,C,0,43.28
Onion,Rainy,2024,2,578,170,Kolkata,Wholesale,25.53923286,C,0,25.18
Carrot,Rainy,2021,11,384,754,Delhi,Wholesale,79.75873618,A,1,75.54
Carrot,Winter,2023,3,221,735,Hyderabad,Wholesale,8.115493033,A,0,89.34
Tomato,Summer,2024,10,760,917,Hyderabad,Retail,26.32945662,C,1,44.87
Brinjal,Winter,2023,1,898,942,Kolkata,Wholesale,50.84637484,B,1,48.4
Onion,Rainy,2022,11,214,880,Hyderabad,Wholesale,46.56718905,B,1,66.97
Carrot,Rainy,2024,1,454,377,Hyderabad,Wholesale,90.4389948,C,1,42.36
Brinjal,Winter,2022,9,705,187,Bangalore,Wholesale,18.9070043,B,0,38.63
Onion,Rainy,2023,12,498,691,Hyderabad,Retail,32.47709992,A,1,62.7
Onion,Summer,2023,12,811,766,Bangalore,Retail,89.9375362,C,1,37.31
Tomato,Summer,2023,9,932,227,Mumbai,Retail,99.27025439,A,0,46.52
Potato,Summer,2022,3,935,656,Bangalore,Wholesale,60.37167663,A,0,32.37
Onion,Rainy,2021,1,600,841,Mumbai,Wholesale,93.07390418,B,1,40.87
Brinjal,Rainy,2023,4,517,930,Delhi,Retail,80.73235334,B,0,56.93
Tomato,Rainy,2022,12,425,336,Kolkata,Retail,99.78062552,C,1,39.19
Tomato,Summer,2023,11,761,342,Kolkata,Wholesale,55.70358762,C,1,32.14
Onion,Winter,2021,11,375,840,Mumbai,Wholesale,43.3930148,B,1,50.37
Brinjal,Summer,2024,8,500,248,Mumbai,Wholesale,71.75490229,A,0,48.23
Brinjal,Rainy,2022,4,943,218,Mumbai,Retail,78.91439264,C,0,36.48
Onion,Winter,2023,9,781,542,Delhi,Wholesale,99.0470924,C,0,25.73
Carrot,Summer,2023,5,705,168,Kolkata,Retail,16.33139704,B,0,50.49
Brinjal,Winter,2023,11,338,368,Kolkata,Wholesale,6.34050163,C,1,42.94
Tomato,Summer,2021,3,873,827,Bangalore,Wholesale,25.93905875,B,0,39.48
Potato,Rainy,2023,5,413,766,Hyderabad,Retail,27.72424312,C,0,37.86
Onion,Summer,2024,7,283,877,Hyderabad,Wholesale,5.350383794,C,0,47.24
Onion,Rainy,2022,4,582,789,Kolkata,Wholesale,79.68694483,B,0,36.99
Tomato,Winter,2021,2,850,871,Chennai,Retail,79.22251363,C,0,38.29
Onion,Summer,2023,1,216,767,Mumbai,Wholesale,60.8399191,B,1,61.38
Carrot,Summer,2023,11,303,708,Kolkata,Wholesale,12.9296989,C,1,56.48
Potato,Rainy,2022,8,335,483,Chennai,Wholesale,86.23159237,A,0,39.36
Onion,Winter,2024,1,160,405,Mumbai,Wholesale,33.58338134,B,1,53.3
Carrot,Winter,2024,2,344,245,Chennai,Retail,63.12931875,B,0,52.87
Tomato,Winter,2023,4,259,238,Hyderabad,Retail,5.94602865,C,0,39.95
Tomato,Winter,2021,6,436,891,Kolkata,Retail,91.26484087,C,0,45.64
Carrot,Winter,2021,6,864,162,Chennai,Wholesale,34.99130811,A,0,52.86
Brinjal,Rainy,2022,12,446,711,Bangalore,Retail,54.11385457,B,1,60.15
Tomato,Winter,2021,6,559,501,Mumbai,Retail,31.31992515,B,0,45.8
Carrot,Rainy,2023,11,704,629,Delhi,Retail,49.99885055,A,1,73.79
Carrot,Winter,2022,12,476,587,Delhi,Wholesale,31.46266806,C,1,47.44
Tomato,Rainy,2021,4,833,813,Delhi,Wholesale,97.10878132,A,0,46.11
Onion,Rainy,2023,4,921,814,Hyderabad,Wholesale,91.07211583,A,0,40.38
Potato,Summer,2024,10,719,288,Mumbai,Wholesale,70.08209225,A,1,33.5
Onion,Rainy,2023,8,870,502,Chennai,Retail,93.35702759,B,0,36.45
Tomato,Summer,2021,12,615,353,Hyderabad,Retail,90.19096014,C,1,37.87
Tomato,Rainy,2021,9,721,926,Hyderabad,Retail,44.51340321,B,0,48.76
Onion,Summer,2023,7,895,884,Kolkata,Wholesale,73.72526673,C,0,28.84
Onion,Winter,2024,4,920,437,Kolkata,Wholesale,41.97355873,C,0,26
Tomato,Summer,2023,12,818,812,Chennai,Wholesale,91.34815715,A,1,51.59
Carrot,Rainy,2023,12,304,432,Bangalore,Retail,20.76633869,C,1,55.18
Brinjal,Summer,2022,9,724,468,Chennai,Retail,50.94569436,B,0,47.77
Potato,Rainy,2021,9,857,525,Hyderabad,Wholesale,56.57558684,B,0,25.24
Carrot,Winter,2023,12,280,725,Chennai,Wholesale,43.92767438,B,1,67.46
Onion,Rainy,2021,4,512,285,Mumbai,Wholesale,39.41606375,C,0,26.71
Potato,Winter,2024,6,766,730,Delhi,Retail,12.54846123,A,0,46.33
Brinjal,Rainy,2021,6,250,666,Mumbai,Retail,2.276205502,B,0,67.79
Tomato,Summer,2022,8,837,404,Mumbai,Wholesale,52.45403817,B,0,34.24
Potato,Rainy,2023,4,180,328,Kolkata,Wholesale,85.03332329,B,0,34.91
Potato,Summer,2022,6,414,595,Bangalore,Retail,65.33398572,B,0,39.29
Potato,Summer,2021,2,558,902,Mumbai,Retail,76.84038526,B,0,40.45
Potato,Winter,2021,6,392,935,Kolkata,Retail,63.31508409,C,0,40.7
Potato,Rainy,2023,2,906,315,Mumbai,Retail,50.19978791,B,0,30.12
Brinjal,Winter,2023,7,210,493,Bangalore,Wholesale,52.51261101,B,0,55.93
Onion,Winter,2024,8,711,658,Bangalore,Wholesale,70.98403836,C,0,28.46
Carrot,Rainy,2024,2,629,729,Bangalore,Retail,78.46258989,C,0,47.83
Potato,Winter,2021,6,574,422,Kolkata,Wholesale,87.34759227,A,0,31.39
Onion,Rainy,2021,9,283,446,Hyderabad,Wholesale,40.48698959,A,0,50.64
Brinjal,Rainy,2024,6,364,220,Kolkata,Retail,19.52534087,C,0,41.35
Brinjal,Rainy,2024,8,427,585,Hyderabad,Wholesale,37.99659902,C,0,40.61
Brinjal,Winter,2024,12,925,823,Delhi,Wholesale,74.47669702,C,1,39.12
Carrot,Winter,2023,11,855,201,Bangalore,Wholesale,2.76222383,C,1,40.8
Brinjal,Rainy,2021,8,739,892,Hyderabad,Wholesale,73.52287838,B,0,44.91
Tomato,Summer,2022,8,348,497,Hyderabad,Wholesale,59.4938813,B,0,42.44
Potato,Winter,2021,2,887,551,Delhi,Wholesale,67.48564665,A,0,31.11
Brinjal,Rainy,2024,7,614,350,Chennai,Wholesale,26.21953267,A,0,51.34
Tomato,Rainy,2021,3,369,469,Delhi,Retail,0.723497855,A,0,62.97
Carrot,Summer,2021,3,184,365,Kolkata,Retail,8.194393603,A,0,83.04
Carrot,Summer,2021,8,380,430,Hyderabad,Wholesale,24.11817887,C,0,43.51
Tomato,Rainy,2021,3,847,242,Delhi,Retail,79.69705564,B,0,38.38
Carrot,Winter,2023,5,884,827,Delhi,Wholesale,43.97672334,B,0,48.65
Carrot,Rainy,2021,3,727,342,Hyderabad,Retail,48.27226978,A,0,64.12
Tomato,Rainy,2023,1,885,343,Bangalore,Wholesale,86.90475688,B,1,36.01
Potato,Summer,2022,11,347,658,Chennai,Wholesale,33.53802526,C,1,35.42
Carrot,Winter,2023,9,580,527,Kolkata,Wholesale,3.130600059,C,0,42.53
Onion,Rainy,2022,11,419,540,Bangalore,Retail,31.04212079,A,1,61.66
Brinjal,Summer,2022,2,345,387,Delhi,Retail,57.51972875,B,0,51.77
Carrot,Summer,2023,2,575,223,Kolkata,Retail,53.88845565,A,0,62.91
Onion,Summer,2022,11,858,169,Delhi,Wholesale,20.63156515,B,1,32.95
Onion,Winter,2024,11,924,846,Mumbai,Retail,84.53769042,C,1,37.27
Brinjal,Rainy,2024,1,689,666,Kolkata,Retail,67.65378345,A,1,67.48
Onion,Summer,2023,7,606,461,Chennai,Wholesale,68.16140551,C,0,27.29
Onion,Summer,2024,10,631,230,Mumbai,Wholesale,51.77009906,B,1,33.2
Potato,Winter,2023,2,455,844,Delhi,Retail,37.3819194,A,0,55.2
Potato,Summer,2022,12,672,860,Hyderabad,Retail,65.09977025,A,1,52.37
Tomato,Rainy,2023,8,614,712,Delhi,Wholesale,46.5200019,B,0,40.56
Carrot,Winter,2022,7,496,512,Mumbai,Retail,84.23386957,B,0,54.9
Carrot,Rainy,2024,9,821,793,Delhi,Wholesale,66.02586265,C,0,40.84
Carrot,Rainy,2024,11,595,277,Mumbai,Retail,43.29206497,A,1,69.31
Potato,Winter,2023,4,464,945,Bangalore,Retail,3.873799422,B,0,47.14
Brinjal,Rainy,2021,12,545,787,Hyderabad,Wholesale,47.44110212,C,1,44.26
Carrot,Winter,2022,7,285,583,Kolkata,Wholesale,31.12714437,B,0,59.1
Brinjal,Summer,2024,2,303,759,Hyderabad,Retail,54.10675197,C,0,54.66
Onion,Summer,2023,6,242,747,Bangalore,Retail,65.36619675,A,0,75.07
Tomato,Winter,2024,9,289,404,Delhi,Retail,11.17715705,C,0,43.43
Tomato,Summer,2021,2,184,615,Hyderabad,Retail,11.61528891,B,0,68.45
Onion,Winter,2023,2,493,559,Chennai,Wholesale,19.16569378,B,0,37.42
Carrot,Summer,2021,7,456,431,Kolkata,Retail,29.20478819,B,0,56.32
Onion,Rainy,2021,6,917,744,Hyderabad,Retail,63.1767837,C,0,33.8
Brinjal,Summer,2021,4,744,249,Mumbai,Retail,87.60457283,C,0,36.98
Brinjal,Summer,2022,8,854,748,Chennai,Wholesale,5.696375968,A,0,55.81
Onion,Rainy,2021,3,830,824,Mumbai,Retail,36.05030707,C,0,36.11
Carrot,Summer,2024,6,647,942,Bangalore,Retail,99.58390229,A,0,72.62
Onion,Summer,2021,9,842,457,Chennai,Retail,57.33163312,A,0,46.98
Carrot,Rainy,2021,9,280,877,Delhi,Wholesale,33.59500052,B,0,68.75
Carrot,Rainy,2023,12,908,532,Mumbai,Wholesale,58.67003425,C,1,41.58
Carrot,Summer,2023,6,676,343,Hyderabad,Wholesale,0.303224379,A,0,58.18
Potato,Summer,2021,5,795,534,Kolkata,Wholesale,19.71307167,B,0,27.25
Tomato,Summer,2023,4,150,744,Delhi,Retail,23.89857676,A,0,102.99
Carrot,Summer,2023,12,946,406,Kolkata,Wholesale,15.51957956,C,1,41.85
Carrot,Rainy,2024,9,434,489,Kolkata,Retail,81.11969481,A,0,69.84
Brinjal,Rainy,2024,10,655,926,Mumbai,Retail,32.76908056,B,1,59.39
Tomato,Summer,2023,2,362,569,Mumbai,Retail,30.14354315,B,0,51.9
Potato,Summer,2023,9,182,477,Hyderabad,Retail,79.27630253,A,0,61.61
Tomato,Rainy,2024,8,377,817,Hyderabad,Wholesale,28.70223417,A,0,62.88
Tomato,Winter,2021,3,746,487,Delhi,Retail,87.22825357,C,0,35.17
Carrot,Winter,2021,11,248,204,Delhi,Wholesale,25.96199197,A,1,65.42
Tomato,Winter,2021,1,746,928,Mumbai,Retail,20.12039158,C,1,45.37
Brinjal,Rainy,2022,12,595,762,Hyderabad,Wholesale,73.28280211,B,1,49.58
Tomato,Rainy,2022,7,890,857,Hyderabad,Wholesale,11.81719266,B,0,40.18
Onion,Summer,2023,2,439,640,Kolkata,Retail,13.62495584,A,0,59.43
Tomato,Rainy,2023,2,740,453,Chennai,Wholesale,44.86213573,A,0,44.63
Potato,Rainy,2024,7,754,523,Mumbai,Wholesale,53.17373527,C,0,22.19
Carrot,Winter,2022,4,855,736,Mumbai,Wholesale,29.45464656,A,0,60.7
Brinjal,Summer,2022,6,524,549,Delhi,Retail,27.95389125,B,0,52.29
Brinjal,Winter,2023,4,329,859,Delhi,Wholesale,75.85456764,A,0,71.74
Potato,Summer,2023,4,573,329,Kolkata,Retail,94.72637834,C,0,25.81
Potato,Winter,2023,7,551,214,Delhi,Wholesale,97.82690475,A,0,26.97
Potato,Summer,2022,4,728,555,Chennai,Retail,68.39063945,C,0,28.15
Onion,Summer,2023,10,856,200,Hyderabad,Retail,0.764673575,C,1,34.91
Potato,Rainy,2021,4,564,631,Delhi,Wholesale,79.06491499,C,0,24.56
Onion,Summer,2022,10,265,476,Hyderabad,Wholesale,63.01609677,B,1,45.58
Potato,Rainy,2024,11,506,300,Kolkata,Retail,81.44975183,C,1,29.81
Onion,Summer,2021,4,818,942,Bangalore,Wholesale,35.21596163,C,0,31.4
Brinjal,Summer,2022,10,557,267,Delhi,Retail,80.60736997,C,1,41.72
Brinjal,Summer,2023,1,743,742,Bangalore,Retail,6.388572933,A,1,70.9
Tomato,Rainy,2021,2,761,386,Mumbai,Wholesale,25.27575648,C,0,30.22
Tomato,Winter,2024,10,659,557,Hyderabad,Retail,9.984985115,B,1,50.2
Carrot,Winter,2023,9,260,432,Kolkata,Wholesale,31.7495891,A,0,69.53
Carrot,Summer,2022,8,239,405,Chennai,Wholesale,22.37078157,C,0,47.85
Potato,Rainy,2023,8,823,871,Chennai,Retail,98.55996116,C,0,29.39
Onion,Summer,2021,7,345,474,Chennai,Retail,25.3929746,A,0,57.89
Brinjal,Winter,2021,2,332,846,Hyderabad,Retail,65.37701828,C,0,54.61
Onion,Summer,2024,7,593,908,Delhi,Wholesale,46.87843552,C,0,33.9
Brinjal,Summer,2023,9,567,433,Delhi,Retail,57.62899781,C,0,41.27
Carrot,Winter,2021,2,420,464,Delhi,Wholesale,8.340364703,A,0,64.48
Tomato,Winter,2023,1,225,513,Kolkata,Retail,3.753070622,B,1,63.28
Carrot,Rainy,2023,2,635,789,Delhi,Retail,37.18791266,A,0,73.35
Onion,Winter,2021,5,431,195,Delhi,Retail,25.63122531,C,0,32.33
Onion,Rainy,2023,12,506,258,Delhi,Retail,12.77818934,B,1,43.07
Tomato,Rainy,2021,2,271,783,Hyderabad,Retail,70.48827767,A,0,77.61
Onion,Winter,2023,1,431,363,Kolkata,Wholesale,98.12826771,C,1,30.29
Potato,Summer,2024,5,385,460,Hyderabad,Retail,6.952275182,B,0,39.45
Onion,Rainy,2023,1,340,850,Mumbai,Retail,90.68513718,B,1,57.81
Onion,Winter,2023,10,631,742,Hyderabad,Wholesale,29.78507169,C,1,35.17
Carrot,Summer,2024,7,413,608,Kolkata,Retail,35.57677638,C,0,51.68
Onion,Winter,2021,6,778,569,Bangalore,Wholesale,77.14994814,A,0,39.36
Tomato,Rainy,2021,9,456,708,Mumbai,Wholesale,35.2993056,B,0,44.53
Tomato,Rainy,2024,2,822,628,Mumbai,Retail,89.98753824,C,0,35.93
Potato,Winter,2023,4,929,224,Hyderabad,Retail,90.10967199,C,0,23.43
Onion,Summer,2022,8,223,893,Delhi,Retail,5.754010684,B,0,70.65
Carrot,Rainy,2023,8,628,585,Kolkata,Wholesale,47.67199598,B,0,48.46
Carrot,Rainy,2021,8,425,625,Hyderabad,Retail,50.50061913,B,0,60.18
Onion,Rainy,2023,1,591,190,Chennai,Retail,83.45945555,C,1,32.77
Carrot,Rainy,2024,8,611,763,Kolkata,Retail,5.324514418,B,0,60.01
Tomato,Rainy,2023,10,735,438,Mumbai,Wholesale,47.28141247,A,1,49.33
Carrot,Summer,2024,11,430,688,Hyderabad,Retail,31.49706433,B,1,66.11
Carrot,Winter,2023,5,177,493,Mumbai,Wholesale,83.91104337,B,0,63.57
Potato,Summer,2024,7,688,387,Kolkata,Wholesale,41.58277521,C,0,21.58
Potato,Summer,2022,3,925,724,Delhi,Wholesale,45.80635726,A,0,34.01
Brinjal,Summer,2022,10,896,314,Hyderabad,Wholesale,50.91337241,B,1,42.11
Tomato,Summer,2022,11,667,187,Delhi,Wholesale,15.8754884,C,1,32.2
Tomato,Summer,2022,4,353,637,Hyderabad,Retail,18.2870369,B,0,54.46
Carrot,Summer,2022,7,637,839,Bangalore,Wholesale,32.04636538,C,0,44.67
Tomato,Rainy,2023,1,479,275,Kolkata,Retail,1.277527491,A,1,60.13
Tomato,Rainy,2022,10,639,796,Mumbai,Wholesale,55.93281715,C,1,38.21
Carrot,Rainy,2022,9,357,234,Kolkata,Wholesale,41.21837737,A,0,57.79
Brinjal,Summer,2021,8,186,879,Hyderabad,Wholesale,17.79582409,C,0,66.8
Carrot,Winter,2022,12,537,222,Hyderabad,Retail,1.638004047,C,1,48.15
Potato,Winter,2022,9,612,271,Chennai,Wholesale,20.7250232,C,0,21.38
Potato,Summer,2024,9,284,527,Chennai,Wholesale,13.07130887,C,0,32.4
Carrot,Rainy,2022,10,823,280,Kolkata,Wholesale,46.07183609,A,1,59.02
Onion,Rainy,2021,8,751,614,Kolkata,Retail,64.72128039,B,0,39.76
Onion,Winter,2024,1,750,353,Bangalore,Wholesale,51.44335469,C,1,29.05
Potato,Rainy,2024,5,861,342,Bangalore,Retail,84.39849652,B,0,29.19
Brinjal,Summer,2023,7,668,476,Chennai,Wholesale,38.2524583,A,0,52.34
Brinjal,Summer,2024,2,880,628,Delhi,Wholesale,5.113923645,A,0,54.01
Tomato,Winter,2022,1,262,933,Kolkata,Retail,55.51519766,B,1,72.71
Onion,Summer,2024,1,924,493,Mumbai,Wholesale,86.34977457,B,1,33.34
Onion,Summer,2024,3,532,686,Delhi,Retail,75.76331383,C,0,37.02
Carrot,Rainy,2023,10,506,766,Hyderabad,Wholesale,88.58059714,C,1,47.65
Onion,Rainy,2024,2,209,293,Mumbai,Retail,82.88412694,C,0,37.61
Tomato,Rainy,2022,6,537,613,Delhi,Wholesale,6.725144688,A,0,52.48
Onion,Rainy,2021,4,176,705,Chennai,Retail,94.21917897,C,0,57.02
Potato,Winter,2022,6,454,813,Hyderabad,Retail,67.80294952,A,0,52.96
Brinjal,Winter,2024,6,484,409,Mumbai,Retail,66.42977707,C,0,41.59
Brinjal,Rainy,2023,4,396,403,Bangalore,Retail,5.792735754,B,0,52.9
Potato,Winter,2023,3,822,591,Bangalore,Wholesale,75.77733646,B,0,25.43
Potato,Summer,2023,9,591,823,Chennai,Retail,40.47350352,B,0,39.89
Brinjal,Winter,2024,10,185,792,Chennai,Wholesale,79.17498596,B,1,76.16
Tomato,Summer,2022,11,242,429,Delhi,Wholesale,79.46769959,B,1,48.71
Onion,Summer,2021,5,455,800,Bangalore,Retail,30.26729415,C,0,42.14
Potato,Rainy,2021,5,783,635,Delhi,Wholesale,57.29026048,B,0,27
Carrot,Winter,2023,1,775,713,Mumbai,Wholesale,30.3347145,C,1,45.1
Potato,Winter,2024,5,857,803,Mumbai,Retail,72.11796487,B,0,34.54
Onion,Rainy,2023,8,598,751,Delhi,Wholesale,88.53205108,B,0,35.74
Onion,Winter,2021,5,368,821,Mumbai,Wholesale,41.38657922,C,0,39.41
Carrot,Summer,2022,12,488,824,Kolkata,Wholesale,34.64562429,B,1,59.78
Brinjal,Summer,2023,6,693,261,Mumbai,Wholesale,56.56763596,C,0,32.4
Tomato,Rainy,2023,6,343,767,Mumbai,Wholesale,35.33832382,C,0,43.06
Carrot,Rainy,2021,8,263,540,Bangalore,Wholesale,33.36171213,A,0,73.84
Carrot,Winter,2023,12,271,422,Hyderabad,Retail,13.98223726,A,1,83
Tomato,Summer,2023,1,416,892,Kolkata,Wholesale,84.5216477,B,1,51.87
Potato,Summer,2021,3,792,625,Chennai,Retail,67.02643215,B,0,33.41
Brinjal,Rainy,2023,3,865,836,Kolkata,Retail,16.53186539,B,0,52.03
Brinjal,Winter,2024,9,154,744,Mumbai,Retail,6.850463179,B,0,86.93
Potato,Rainy,2024,5,886,879,Chennai,Wholesale,31.91991679,A,0,37.05
Onion,Rainy,2021,9,241,655,Chennai,Retail,17.07992357,B,0,58.68
Carrot,Summer,2024,1,298,716,Mumbai,Wholesale,93.1141281,C,1,54.25
Potato,Winter,2024,2,603,361,Chennai,Retail,40.98819133,B,0,32.74
Brinjal,Rainy,2021,6,360,926,Delhi,Retail,73.62565462,C,0,54.52
Tomato,Winter,2021,1,651,696,Chennai,Wholesale,57.83852994,B,1,43.29
Potato,Summer,2023,1,759,405,Mumbai,Retail,20.77389086,C,1,31.42
Onion,Winter,2022,10,319,718,Hyderabad,Wholesale,33.92933963,B,1,50.84
Potato,Rainy,2021,8,843,935,Chennai,Wholesale,15.42706538,B,0,31.35
Brinjal,Summer,2024,5,868,369,Mumbai,Wholesale,91.85067854,A,0,46.43
Potato,Rainy,2022,3,184,162,Bangalore,Retail,58.85612713,A,0,43.16
Potato,Rainy,2022,12,649,751,Delhi,Retail,16.53820593,A,1,53.42
Carrot,Rainy,2023,11,345,706,Delhi,Retail,92.12825326,A,1,84.6
Onion,Winter,2021,5,580,211,Chennai,Wholesale,55.3331835,B,0,29.06
Onion,Rainy,2024,3,938,517,Chennai,Retail,34.22419236,C,0,32.8
Brinjal,Summer,2021,1,439,712,Mumbai,Retail,41.43648727,A,1,76.13
Tomato,Winter,2022,8,506,849,Delhi,Wholesale,29.83042894,B,0,45.88
Carrot,Summer,2021,7,249,552,Bangalore,Retail,21.22225527,B,0,68.02
Tomato,Summer,2024,11,684,816,Bangalore,Retail,34.02275412,C,1,44.51
Brinjal,Winter,2021,8,578,584,Hyderabad,Wholesale,85.34694426,B,0,42.66
Carrot,Winter,2023,9,557,290,Chennai,Retail,98.65165303,B,0,49.73
Potato,Rainy,2022,7,827,652,Bangalore,Retail,95.44389949,C,0,27.43
Onion,Winter,2023,1,816,675,Bangalore,Retail,67.51228559,A,1,54.67
Potato,Winter,2022,12,536,881,Mumbai,Retail,93.34995942,C,1,37.43
Brinjal,Summer,2023,1,904,282,Delhi,Wholesale,22.93461087,C,1,36.45
Potato,Rainy,2022,1,173,827,Mumbai,Wholesale,8.795145018,A,1,85.53
Tomato,Rainy,2024,6,940,497,Bangalore,Retail,95.67708462,B,0,39.93
Carrot,Rainy,2024,10,808,329,Mumbai,Retail,84.73290444,B,1,53.27
Carrot,Summer,2021,6,766,371,Hyderabad,Retail,61.15028967,B,0,50.91
Brinjal,Rainy,2022,3,555,163,Delhi,Retail,23.41574623,B,0,45.7
Onion,Summer,2021,5,817,945,Delhi,Wholesale,54.74451879,C,0,30.78
Carrot,Winter,2024,9,604,665,Mumbai,Wholesale,79.68688058,B,0,48.71
Carrot,Winter,2021,5,942,874,Bangalore,Wholesale,99.66621045,A,0,57.94
Tomato,Summer,2021,4,336,607,Mumbai,Wholesale,84.84246364,B,0,44.82
Tomato,Summer,2022,9,544,186,Bangalore,Retail,94.11137292,C,0,32.56
Potato,Winter,2023,11,851,657,Chennai,Retail,97.93294232,C,1,30.62
Carrot,Winter,2021,6,602,248,Bangalore,Wholesale,35.47657971,A,0,55.35
Tomato,Summer,2023,5,428,514,Kolkata,Wholesale,19.80555703,B,0,41.99
Brinjal,Winter,2021,5,261,858,Delhi,Wholesale,83.59523805,A,0,78.91
Onion,Rainy,2023,9,728,303,Bangalore,Wholesale,88.47532365,A,0,35.25
Tomato,Rainy,2021,7,475,464,Delhi,Wholesale,56.34691189,A,0,48.15
Tomato,Rainy,2021,7,691,383,Bangalore,Wholesale,15.17440915,C,0,30.92
Onion,Winter,2021,5,326,463,Chennai,Retail,59.35554047,A,0,56.71
Tomato,Winter,2022,2,931,764,Delhi,Retail,9.185748131,B,0,46.01
Tomato,Winter,2022,1,848,598,Kolkata,Wholesale,32.43296004,A,1,51.3
Carrot,Summer,2024,8,497,387,Kolkata,Retail,79.03072051,C,0,44.91
Tomato,Summer,2023,7,499,897,Mumbai,Wholesale,51.38148535,C,0,39.18
Carrot,Rainy,2023,8,165,820,Delhi,Wholesale,46.09909022,C,0,71.92
Onion,Summer,2021,3,192,523,Kolkata,Wholesale,71.44759798,C,0,42.1
Carrot,Rainy,2023,3,913,716,Chennai,Wholesale,4.960482236,C,0,41.52
Potato,Summer,2023,1,409,344,Hyderabad,Wholesale,47.99020037,A,1,39.54
Tomato,Rainy,2024,10,513,817,Bangalore,Retail,55.30425044,C,1,46.83
Tomato,Winter,2022,9,812,659,Bangalore,Wholesale,11.9190426,B,0,38.82
Brinjal,Summer,2023,8,216,537,Bangalore,Wholesale,51.33175392,B,0,57.22
Carrot,Winter,2023,4,204,581,Kolkata,Wholesale,76.69133348,C,0,54.77
Tomato,Rainy,2023,3,685,463,Delhi,Retail,56.12403585,C,0,36.4
Onion,Rainy,2021,6,696,214,Mumbai,Retail,72.09686367,B,0,34.88
Carrot,Winter,2021,9,331,731,Chennai,Retail,10.89241853,C,0,58.12
Tomato,Rainy,2023,11,334,889,Delhi,Retail,17.34275154,A,1,82.74
Onion,Winter,2022,12,337,643,Hyderabad,Retail,28.90647681,C,1,46.72
Onion,Rainy,2024,3,245,751,Hyderabad,Wholesale,34.5185292,A,0,67.62
Brinjal,Summer,2021,1,223,619,Chennai,Wholesale,79.13068632,C,1,53.3
Potato,Rainy,2024,5,804,196,Bangalore,Wholesale,5.064220373,A,0,29.99
Onion,Winter,2023,9,160,160,Kolkata,Retail,81.96986226,B,0,40.67
Brinjal,Winter,2021,11,687,211,Bangalore,Retail,69.60806997,C,1,40.78
Tomato,Winter,2021,10,938,500,Delhi,Retail,17.33471104,C,1,40.03
Potato,Winter,2023,4,496,379,Delhi,Retail,75.98433846,A,0,41.03
Onion,Summer,2022,6,791,468,Bangalore,Wholesale,80.66104468,C,0,25.58
Tomato,Rainy,2024,4,857,268,Chennai,Retail,35.44538223,C,0,34.33
Brinjal,Rainy,2023,12,610,944,Kolkata,Retail,37.36578021,B,1,60.41
Brinjal,Winter,2024,1,685,576,Hyderabad,Wholesale,1.79618212,A,1,60.61
Onion,Summer,2023,3,697,807,Bangalore,Retail,97.20629979,A,0,51.9
Carrot,Winter,2022,11,832,236,Chennai,Retail,71.87604993,C,1,44.77
Tomato,Winter,2021,12,785,342,Kolkata,Wholesale,57.10286384,C,1,31.99
Carrot,Winter,2023,10,331,171,Kolkata,Wholesale,78.95525824,A,1,59.35
Carrot,Summer,2022,3,191,868,Hyderabad,Wholesale,93.47047764,B,0,78.95
Onion,Summer,2023,7,172,518,Chennai,Wholesale,55.67189853,B,0,52.72
Onion,Winter,2023,1,902,702,Chennai,Wholesale,14.33233669,B,1,38.42
Brinjal,Winter,2023,4,768,769,Bangalore,Retail,91.89097686,C,0,41.93
Carrot,Rainy,2021,4,519,714,Kolkata,Retail,24.70111686,C,0,51.31
Potato,Summer,2023,12,912,429,Kolkata,Retail,43.48406851,B,1,35.49
Potato,Rainy,2023,8,575,283,Chennai,Wholesale,74.29584075,A,0,29.31
Brinjal,Winter,2022,3,724,825,Bangalore,Retail,79.6757807,A,0,63.82
Carrot,Winter,2021,7,842,317,Hyderabad,Retail,87.69515499,A,0,61.1
Carrot,Rainy,2024,11,406,547,Chennai,Wholesale,3.553347305,B,1,57.95
Carrot,Winter,2024,5,706,823,Bangalore,Retail,85.61730546,B,0,56.05
Brinjal,Winter,2022,10,932,527,Chennai,Retail,85.57165448,C,1,42.21
Potato,Summer,2021,6,389,368,Chennai,Wholesale,28.56897447,A,0,36.69
Potato,Winter,2024,6,773,580,Kolkata,Retail,52.71123704,B,0,33.64
Potato,Summer,2023,11,247,922,Delhi,Retail,93.05629743,A,1,78.42
Carrot,Summer,2023,5,730,360,Hyderabad,Retail,14.40781183,A,0,66.07
Tomato,Winter,2021,2,555,663,Bangalore,Retail,92.42046943,B,0,46.04
Tomato,Rainy,2021,5,867,666,Delhi,Wholesale,29.39937878,B,0,37.73
Carrot,Rainy,2023,6,375,944,Delhi,Wholesale,76.77749395,B,0,61.52
Potato,Rainy,2023,3,822,704,Mumbai,Wholesale,8.492543693,B,0,29.36
