vegetable_name,season,year,month,supply_level,demand_level,location,market_type,rainfall_index,quality_grade,holiday_season_flag,Price
Carrot,Rainy,2024,4,494,737,Chennai,Wholesale,16.89808101,C,0,46.52
Carrot,Rainy,2023,12,649,774,Delhi,Retail,26.10708108,C,1,53.27
Onion,Winter,2023,3,494,754,Chennai,Wholesale,33.65200657,A,0,50.45
Potato,Winter,2022,3,892,738,Chennai,Wholesale,77.96820716,B,0,26.32
Carrot,Summer,2023,2,718,850,Mumbai,Retail,87.39451227,C,0,47.72
Potato,Summer,2024,9,429,493,Hyderabad,Wholesale,63.07906157,B,0,29.8
Cabbage,Rainy,2024,4,259,775,Delhi,Wholesale,28.25970993,A,0,62.12
Cabbage,Winter,2023,8,411,894,Delhi,Retail,15.75443074,A,0,62.37
Carrot,Rainy,2022,2,208,484,Hyderabad,Retail,67.93647116,C,0,57.06
Tomato,Winter,2024,9,621,255,Mumbai,Wholesale,11.32759397,A,0,44.05
Tomato,Summer,2023,5,677,679,Mumbai,Retail,48.91758969,B,0,46.06
Cauliflower,Rainy,2024,1,541,647,Mumbai,Retail,86.12215694,B,1,48.3
Potato,Rainy,2023,12,623,260,Mumbai,Retail,61.11777733,C,1,29.16
Cauliflower,Summer,2024,10,478,220,Bangalore,Retail,89.61689045,C,1,35.32
Tomato,Winter,2022,12,905,423,Kolkata,Retail,96.81346001,C,1,36.83
Cabbage,Summer,2021,6,318,641,Kolkata,Wholesale,55.24711755,A,0,49.84
Potato,Rainy,2021,5,720,711,Delhi,Wholesale,80.91743599,B,0,27.64
Onion,Rainy,2022,6,904,625,Delhi,Retail,33.10008653,C,0,33.91
Cauliflower,Winter,2021,6,483,817,Hyderabad,Wholesale,12.71422698,B,0,44.68
Carrot,Rainy,2021,6,860,838,Delhi,Wholesale,43.05031956,B,0,49.04
Potato,Winter,2021,8,219,760,Kolkata,Wholesale,76.36124199,A,0,62.55
Carrot,Summer,2024,3,377,826,Chennai,Wholesale,7.251002227,C,0,52.17
Carrot,Winter,2024,9,201,629,Delhi,Retail,89.47241024,B,0,73.45
Carrot,Summer,2024,3,337,238,Chennai,Wholesale,80.39761916,B,0,45.12
Onion,Winter,2022,12,508,223,Chennai,Retail,85.14443384,A,1,49.42
Cauliflower,Summer,2021,7,853,540,Hyderabad,Wholesale,13.54699159,C,0,29.88
Carrot,Rainy,2022,4,324,467,Bangalore,Retail,72.62206714,C,0,50.17
Cauliflower,Summer,2021,6,373,764,Hyderabad,Wholesale,21.70460979,C,0,40.39
Onion,Rainy,2021,3,266,217,Bangalore,Retail,23.35286532,A,0,51.73
Carrot,Rainy,2022,10,169,868,Bangalore,Wholesale,2.942557922,B,1,91.84
Cabbage,Rainy,2023,10,922,837,Hyderabad,Wholesale,39.66469184,C,1,29.39
Cauliflower,Winter,2021,2,163,610,Mumbai,Retail,31.11035229,B,0,69.23
Cauliflower,Rainy,2024,8,302,771,Mumbai,Retail,91.85591127,A,0,70.28
Cabbage,Summer,2024,12,207,949,Delhi,Wholesale,41.84532592,B,1,67.39
Cauliflower,Winter,2021,9,582,283,Chennai,Wholesale,30.13483796,B,0,33.16
Carrot,Summer,2021,5,644,521,Kolkata,Wholesale,96.78268311,C,0,38.59
Cabbage,Rainy,2023,10,302,296,Mumbai,Wholesale,41.6051024,B,1,35.13
Tomato,Winter,2022,10,287,505,Delhi,Wholesale,16.33964179,B,1,51.13
Brinjal,Rainy,2023,3,154,188,Mumbai,Wholesale,92.42567306,B,0,44.22
Tomato,Rainy,2021,11,374,790,Mumbai,Wholesale,22.53925426,B,1,54.06
Tomato,Winter,2022,3,871,888,Bangalore,Wholesale,29.27701712,A,0,49.99
Tomato,Winter,2021,4,791,498,Kolkata,Wholesale,20.56468408,C,0,31.31
Onion,Summer,2023,7,328,260,Bangalore,Wholesale,88.99362241,B,0,31.55
Onion,Summer,2021,2,730,468,Bangalore,Retail,99.83210618,A,0,45.96
Carrot,Summer,2022,6,158,492,Bangalore,Retail,40.32749149,C,0,63.95
Tomato,Summer,2021,11,152,503,Mumbai,Wholesale,44.90781596,C,1,54.22
Cauliflower,Summer,2024,11,487,511,Bangalore,Wholesale,74.64400267,B,1,40.44
Onion,Summer,2021,5,853,314,Mumbai,Retail,22.42829077,C,0,31.8
Potato,Summer,2022,12,179,366,Delhi,Retail,82.42922404,A,1,60
Carrot,Rainy,2023,2,827,289,Chennai,Wholesale,0.29583491,A,0,56.41
Onion,Rainy,2023,12,307,803,Bangalore,Wholesale,0.441525348,A,1,69.31
Carrot,Rainy,2023,7,221,487,Delhi,Wholesale,57.16273449,C,0,50.54
Carrot,Winter,2024,2,446,184,Hyderabad,Wholesale,15.05349471,C,0,38.34
Tomato,Summer,2024,1,457,887,Bangalore,Retail,91.80299017,C,1,48.24
Potato,Winter,2022,7,445,868,Kolkata,Retail,40.58771706,B,0,44.89
Brinjal,Winter,2021,4,267,882,Bangalore,Retail,32.83208451,C,0,61.46
Onion,Rainy,2021,9,610,240,Kolkata,Wholesale,54.0915279,B,0,29.37
Cabbage,Rainy,2023,9,307,628,Mumbai,Wholesale,4.096930355,B,0,42.19
Tomato,Winter,2024,2,304,945,Delhi,Wholesale,59.8590129,C,0,48.87
Cauliflower,Summer,2021,8,477,320,Bangalore,Retail,11.05197539,A,0,53.23
Potato,Rainy,2022,11,466,707,Mumbai,Retail,21.3581576,C,1,38.91
Tomato,Winter,2021,8,265,892,Mumbai,Retail,66.70978781,C,0,56.54
Onion,Rainy,2023,5,782,300,Hyderabad,Retail,30.36241007,A,0,46.54
Tomato,Rainy,2023,7,665,545,Chennai,Wholesale,49.50893799,B,0,37.38
Brinjal,Summer,2024,1,565,504,Hyderabad,Wholesale,41.24173194,C,1,40.26
Brinjal,Summer,2023,6,592,177,Hyderabad,Wholesale,80.16828726,C,0,31.01
Cauliflower,Rainy,2023,10,648,688,Bangalore,Retail,92.20852612,B,1,46.85
Tomato,Winter,2021,1,413,804,Hyderabad,Wholesale,97.09970203,B,1,49.59
Cabbage,Summer,2021,2,530,429,Delhi,Retail,70.91217771,C,0,30.12
Carrot,Winter,2022,9,313,929,Kolkata,Wholesale,31.2481741,C,0,57.27
Brinjal,Winter,2024,1,191,393,Kolkata,Wholesale,37.27720388,C,1,49.24
Brinjal,Rainy,2024,12,366,449,Chennai,Retail,39.74669609,A,1,71.78
Potato,Rainy,2022,10,606,482,Bangalore,Retail,29.33876388,A,1,48.72
Potato,Summer,2021,11,787,949,Mumbai,Wholesale,42.02943823,B,1,35.16
Brinjal,Winter,2024,3,398,885,Delhi,Wholesale,22.43484784,A,0,70.08
Cauliflower,Winter,2024,1,322,217,Bangalore,Wholesale,10.17181269,A,1,49.55
Onion,Winter,2021,7,447,688,Mumbai,Wholesale,28.00635155,A,0,50.88
Cabbage,Summer,2021,5,452,842,Bangalore,Wholesale,50.17833009,C,0,32.91
Onion,Summer,2022,9,718,860,Mumbai,Wholesale,36.98952506,A,0,46.61
Brinjal,Winter,2021,4,547,237,Chennai,Wholesale,5.390263599,B,0,40.68
Cabbage,Winter,2021,12,727,650,Chennai,Wholesale,57.961707,C,1,28.66
Carrot,Rainy,2024,9,396,942,Chennai,Retail,71.34530137,A,0,84.38
Tomato,Winter,2024,2,869,389,Kolkata,Retail,94.09288899,C,0,33.37
Cabbage,Rainy,2022,1,818,906,Delhi,Wholesale,69.36392443,A,1,43.98
Tomato,Winter,2024,6,407,867,Chennai,Retail,28.51853233,B,0,56.98
Potato,Winter,2021,8,389,631,Mumbai,Retail,78.26305774,A,0,50.54
Brinjal,Summer,2021,11,437,932,Delhi,Retail,96.19254236,B,1,63.3
Carrot,Rainy,2024,6,215,498,Kolkata,Wholesale,95.10994069,B,0,58.95
Cabbage,Winter,2024,1,605,458,Kolkata,Retail,57.45583049,B,1,39.5
Onion,Winter,2023,11,453,332,Bangalore,Retail,61.55645827,C,1,36.65
Potato,Winter,2024,10,347,294,Kolkata,Wholesale,1.253076277,C,1,28.52
Tomato,Winter,2023,3,820,583,Hyderabad,Retail,80.71107529,B,0,42.16
Cabbage,Summer,2023,7,414,745,Kolkata,Wholesale,1.27280442,A,0,50.13
Brinjal,Rainy,2024,1,372,588,Bangalore,Retail,88.31130363,A,1,73.32
Carrot,Rainy,2023,1,170,163,Bangalore,Wholesale,41.09455914,C,1,44.99
Onion,Summer,2022,12,856,857,Kolkata,Retail,32.81597302,C,1,39.68
Potato,Winter,2024,1,642,527,Mumbai,Retail,99.66269633,B,1,36.39
Cauliflower,Rainy,2023,9,483,750,Chennai,Wholesale,64.60197952,B,0,41.36
Potato,Rainy,2024,2,690,838,Delhi,Wholesale,99.79939822,C,0,24.58
Onion,Winter,2022,10,528,578,Kolkata,Retail,5.440291511,A,1,60.77
Cauliflower,Rainy,2024,4,482,551,Bangalore,Wholesale,65.54145892,B,0,37.65
Cauliflower,Winter,2022,2,847,433,Mumbai,Wholesale,21.83971113,C,0,28.66
Cabbage,Rainy,2023,9,931,689,Kolkata,Wholesale,91.58265091,C,0,22.94
Cauliflower,Winter,2021,10,204,933,Bangalore,Wholesale,42.26548011,C,1,62.28
Onion,Summer,2022,5,418,216,Hyderabad,Retail,27.62271557,C,0,32.75
Cabbage,Rainy,2024,5,721,249,Delhi,Wholesale,16.89026469,A,0,33.04
Cabbage,Rainy,2023,7,268,350,Mumbai,Retail,90.00997216,C,0,33.24
Potato,Winter,2023,2,300,521,Chennai,Wholesale,31.06341221,C,0,30.89
Cauliflower,Rainy,2021,6,680,774,Delhi,Retail,31.69331915,C,0,39.07
Brinjal,Winter,2023,1,436,924,Kolkata,Retail,80.19390031,A,1,79.78
Onion,Rainy,2022,10,352,859,Delhi,Wholesale,64.04110267,B,1,51.34
Tomato,Winter,2022,9,681,531,Bangalore,Wholesale,9.068441883,A,0,48.31
Brinjal,Rainy,2024,1,611,385,Chennai,Wholesale,7.946048773,A,1,57.93
Potato,Summer,2021,8,313,806,Hyderabad,Wholesale,81.48977334,A,0,52.3
Potato,Summer,2022,12,763,759,Hyderabad,Wholesale,70.37684777,C,1,27.31
Tomato,Summer,2022,4,555,611,Chennai,Retail,9.751818977,B,0,48.5
Carrot,Rainy,2024,5,227,760,Chennai,Wholesale,6.301178905,C,0,60.99
Brinjal,Rainy,2023,1,555,283,Hyderabad,Retail,72.67490993,C,1,42.22
Brinjal,Winter,2021,2,677,690,Hyderabad,Retail,25.35473784,C,0,44.32
Tomato,Summer,2022,11,290,300,Chennai,Wholesale,31.22914155,C,1,37.42
Carrot,Winter,2022,5,326,807,Hyderabad,Wholesale,33.88858646,C,0,53.43
Potato,Summer,2021,1,760,938,Delhi,Wholesale,18.41891008,B,1,36.36
Cabbage,Winter,2022,3,151,944,Hyderabad,Wholesale,23.01304463,A,0,98.72
Onion,Summer,2022,10,932,880,Mumbai,Wholesale,91.52049681,B,1,36.83
Brinjal,Winter,2021,11,447,481,Mumbai,Wholesale,74.69142348,A,1,59.59
Carrot,Rainy,2021,7,636,647,Bangalore,Wholesale,3.665949052,B,0,50.99
Onion,Summer,2021,3,365,235,Bangalore,Wholesale,99.52829963,C,0,25.33
Onion,Summer,2023,5,387,460,Chennai,Wholesale,96.20841327,C,0,29.6
Potato,Winter,2023,1,230,663,Bangalore,Retail,46.10447073,A,1,71.23
Cauliflower,Winter,2021,9,942,219,Bangalore,Wholesale,24.13251396,A,0,38.91
Cauliflower,Rainy,2021,9,844,659,Kolkata,Retail,30.75424297,A,0,53.49
Onion,Rainy,2022,10,324,874,Chennai,Retail,82.88144743,B,1,59.89
Brinjal,Winter,2023,7,793,743,Mumbai,Retail,57.71426713,C,0,42.6
Onion,Summer,2022,6,404,857,Mumbai,Retail,18.63853012,B,0,53.3
Cauliflower,Rainy,2022,11,185,930,Mumbai,Retail,80.0161017,A,1,103.5
Potato,Rainy,2023,1,819,599,Delhi,Retail,37.22796103,C,1,32.37
Tomato,Summer,2023,11,580,728,Delhi,Wholesale,92.46095543,A,1,54.47
Cabbage,Rainy,2023,1,498,705,Bangalore,Retail,16.71922203,C,1,39.99
Carrot,Summer,2024,1,241,857,Delhi,Wholesale,13.99541386,A,1,96.64
Carrot,Summer,2023,1,580,866,Mumbai,Wholesale,12.10340909,B,1,58.93
Cauliflower,Summer,2021,4,670,583,Hyderabad,Retail,3.390894089,C,0,37.98
Onion,Summer,2022,9,649,357,Bangalore,Retail,24.16263336,C,0,33.13
Cauliflower,Winter,2021,3,458,687,Delhi,Wholesale,98.98780605,A,0,49.39
Brinjal,Summer,2022,2,434,883,Mumbai,Retail,81.80765734,A,0,73.75
Cauliflower,Winter,2024,10,404,507,Bangalore,Retail,42.60784146,C,1,42.98
Cauliflower,Rainy,2024,12,252,492,Mumbai,Retail,75.07691715,C,1,47.17
Brinjal,Winter,2023,10,270,773,Hyderabad,Wholesale,76.16779816,A,1,79.53
Cabbage,Summer,2021,11,704,282,Mumbai,Retail,64.26940365,C,1,30.62
Brinjal,Winter,2024,2,890,544,Chennai,Retail,40.09873138,B,0,47.89
Brinjal,Winter,2022,6,857,946,Chennai,Retail,71.04134157,C,0,43.42
Tomato,Summer,2022,10,884,387,Bangalore,Wholesale,22.91752811,B,1,39.02
Cabbage,Winter,2022,3,531,906,Chennai,Wholesale,13.04314851,C,0,32.98
Cabbage,Summer,2024,11,830,704,Hyderabad,Retail,11.57444247,A,1,52.7
Carrot,Summer,2023,8,600,768,Mumbai,Retail,50.09897018,C,0,49.72
Cabbage,Rainy,2023,7,206,932,Mumbai,Wholesale,47.26059509,C,0,53.24
Cabbage,Winter,2024,3,336,164,Bangalore,Retail,47.26193395,A,0,41.86
Brinjal,Summer,2022,5,166,891,Kolkata,Retail,93.16014566,C,0,75.05
Cauliflower,Rainy,2022,2,661,899,Mumbai,Wholesale,28.06790992,A,0,51.37
Cabbage,Summer,2024,1,582,714,Bangalore,Wholesale,36.88474939,C,1,31.91
Brinjal,Rainy,2023,8,600,803,Hyderabad,Wholesale,3.934760645,A,0,61.08
Cabbage,Rainy,2024,12,378,197,Kolkata,Wholesale,24.23899474,A,1,39.64
Onion,Summer,2021,8,691,874,Kolkata,Wholesale,89.0196498,A,0,44.76
Brinjal,Summer,2024,1,424,709,Bangalore,Retail,61.63289341,C,1,51.47
Brinjal,Summer,2022,7,232,272,Delhi,Retail,35.65441988,C,0,45.12
Brinjal,Winter,2023,8,929,730,Mumbai,Wholesale,87.68929507,A,0,50.7
Cauliflower,Rainy,2022,2,732,584,Kolkata,Retail,63.95759709,C,0,35.37
Cauliflower,Winter,2024,6,390,613,Bangalore,Wholesale,72.59440773,C,0,35.03
Carrot,Rainy,2022,10,537,618,Hyderabad,Wholesale,3.288549651,A,1,70.26
Tomato,Winter,2024,9,403,926,Chennai,Retail,78.81528009,C,0,48
Cauliflower,Winter,2023,7,854,842,Kolkata,Retail,62.15313797,C,0,36.87
Cauliflower,Winter,2024,1,786,731,Kolkata,Retail,81.61753837,B,1,46.09
Cabbage,Winter,2024,4,511,481,Bangalore,Retail,94.73760323,B,0,35.67
Cabbage,Summer,2022,12,576,706,Bangalore,Wholesale,90.74680695,C,1,30.07
Tomato,Summer,2022,10,580,310,Bangalore,Retail,52.06234598,C,1,38.86
Cauliflower,Summer,2021,5,543,942,Delhi,Retail,86.35753216,B,0,49.13
Tomato,Rainy,2024,6,612,161,Mumbai,Retail,10.8263319,C,0,34.79
Cauliflower,Winter,2022,12,337,946,Kolkata,Wholesale,62.18006168,B,1,56.7
Brinjal,Rainy,2022,3,786,287,Bangalore,Wholesale,49.05850372,A,0,47.9
Carrot,Summer,2024,2,164,345,Hyderabad,Wholesale,31.22945298,C,0,50.63
Cauliflower,Winter,2024,3,150,844,Chennai,Wholesale,12.1562175,A,0,99.77
Cauliflower,Rainy,2024,9,877,356,Bangalore,Retail,40.48667742,C,0,33.18
Tomato,Summer,2023,2,934,152,Kolkata,Wholesale,18.48981359,C,0,27.81
Brinjal,Rainy,2024,12,608,877,Kolkata,Retail,19.88653527,C,1,51.14
Cauliflower,Rainy,2022,10,426,507,Delhi,Retail,16.40891927,C,1,43.38
Tomato,Summer,2021,11,731,310,Kolkata,Wholesale,79.31023017,C,1,31.14
Carrot,Winter,2024,12,334,857,Kolkata,Retail,61.46009324,A,1,91.96
Potato,Summer,2022,10,450,784,Hyderabad,Wholesale,49.79333327,C,1,33.71
Potato,Winter,2024,10,884,189,Kolkata,Retail,78.87742948,B,1,31.77
Potato,Winter,2024,11,153,913,Delhi,Retail,94.53258256,C,1,70.19
Cauliflower,Rainy,2021,6,330,386,Mumbai,Retail,43.20968882,B,0,45.77
Brinjal,Rainy,2023,7,481,601,Hyderabad,Wholesale,20.96008606,A,0,59.23
Tomato,Rainy,2022,4,486,560,Bangalore,Wholesale,41.76513177,B,0,40.68
Cabbage,Rainy,2021,4,211,601,Mumbai,Wholesale,66.26917417,A,0,58.58
Carrot,Summer,2022,9,831,556,Mumbai,Retail,15.22500124,B,0,54.41
Carrot,Winter,2022,2,180,523,Hyderabad,Wholesale,69.24599172,B,0,65.24
Tomato,Winter,2021,3,495,838,Kolkata,Wholesale,22.72420056,B,0,46.3
Cabbage,Winter,2021,5,170,176,Bangalore,Wholesale,4.893217088,A,0,41.33
Tomato,Winter,2024,2,370,937,Delhi,Retail,58.09350058,C,0,50.5
Carrot,Winter,2023,1,828,717,Mumbai,Retail,2.474740672,A,1,75.86
Potato,Rainy,2024,10,430,583,Kolkata,Retail,96.67655973,A,1,51.63
Cabbage,Summer,2023,11,323,944,Mumbai,Retail,16.12616769,B,1,60.58
Cauliflower,Winter,2024,7,387,261,Kolkata,Retail,85.30766611,C,0,33.7
Tomato,Winter,2023,6,659,881,Kolkata,Retail,77.03676702,C,0,40.74
Tomato,Rainy,2024,9,646,642,Bangalore,Retail,30.49400265,B,0,46.71
Cauliflower,Summer,2021,1,356,888,Kolkata,Retail,13.09849965,A,1,78.58
Potato,Summer,2021,5,514,387,Chennai,Wholesale,95.84799041,C,0,21.19
Tomato,Rainy,2021,12,183,708,Mumbai,Retail,37.96127193,B,1,76.11
Potato,Summer,2023,2,648,359,Chennai,Retail,38.13526192,A,0,40.57
Cabbage,Summer,2021,6,506,309,Delhi,Wholesale,14.40240507,A,0,36.14
Brinjal,Summer,2022,11,560,313,Mumbai,Wholesale,71.29589111,A,1,53.96
Cabbage,Rainy,2023,6,157,277,Delhi,Wholesale,17.80552179,A,0,48.83
Tomato,Summer,2023,12,204,769,Bangalore,Retail,13.05618843,C,1,64.8
Cauliflower,Rainy,2022,8,937,878,Bangalore,Retail,10.23521643,C,0,38.26
Brinjal,Summer,2022,2,643,753,Bangalore,Retail,44.52494885,A,0,65.93
Potato,Rainy,2022,9,518,641,Kolkata,Retail,52.43018941,A,0,47.52
Onion,Summer,2021,3,588,714,Bangalore,Retail,66.20660649,B,0,43.26
Cabbage,Summer,2024,5,501,811,Delhi,Retail,8.778387681,B,0,45.19
Carrot,Rainy,2024,11,931,617,Delhi,Wholesale,34.11796447,A,1,63.24
Cauliflower,Rainy,2023,12,867,835,Delhi,Retail,46.4239963,C,1,40.63
Carrot,Rainy,2023,12,747,844,Delhi,Retail,96.73173405,B,1,59.29
Tomato,Rainy,2022,4,785,414,Kolkata,Wholesale,90.11417952,C,0,28.17
Potato,Summer,2024,8,614,940,Bangalore,Retail,76.06750817,A,0,49.64
Onion,Summer,2023,5,603,381,Bangalore,Retail,73.37994855,C,0,32.08
Cabbage,Winter,2022,2,613,283,Chennai,Retail,12.52256797,B,0,34.65
Potato,Rainy,2021,7,241,935,Mumbai,Wholesale,92.40075052,B,0,53.08
Brinjal,Summer,2023,3,200,603,Bangalore,Wholesale,8.960861886,C,0,54.1
Cauliflower,Summer,2022,7,305,382,Delhi,Wholesale,52.35591704,B,0,39.14
Potato,Summer,2022,7,871,555,Delhi,Retail,7.843851171,A,0,43.02
Carrot,Summer,2024,3,776,587,Kolkata,Retail,33.17964498,C,0,46.3
Onion,Rainy,2021,6,666,666,Chennai,Wholesale,71.36735812,A,0,42.66
Cauliflower,Winter,2024,8,553,514,Mumbai,Wholesale,99.18737284,C,0,29.23
Cauliflower,Rainy,2022,12,345,157,Delhi,Wholesale,83.47923069,B,1,34.74
Cabbage,Winter,2021,11,807,256,Kolkata,Wholesale,18.84164452,A,1,37.62
Carrot,Summer,2022,7,335,934,Bangalore,Wholesale,83.03323293,B,0,63.7
Cauliflower,Summer,2023,12,713,899,Bangalore,Wholesale,99.06138856,C,1,35.16
Cabbage,Winter,2021,11,703,609,Chennai,Retail,67.85590817,C,1,34.06
Onion,Winter,2022,7,681,488,Delhi,Retail,83.70385773,A,0,47.61
Potato,Rainy,2023,10,692,679,Mumbai,Retail,3.285750973,B,1,41.69
Carrot,Rainy,2021,11,193,172,Bangalore,Retail,4.842527093,B,1,60.79
Cauliflower,Summer,2021,12,850,576,Mumbai,Wholesale,14.60694956,B,1,39.51
Cauliflower,Rainy,2022,3,674,814,Mumbai,Wholesale,27.26398744,A,0,49.7
Potato,Summer,2022,12,197,274,Hyderabad,Retail,23.90809898,C,1,37.82
Potato,Winter,2021,1,166,753,Bangalore,Wholesale,60.04594572,A,1,80.22
Cauliflower,Winter,2023,2,320,173,Hyderabad,Retail,58.54999245,A,0,49.39
Carrot,Summer,2024,1,686,742,Hyderabad,Retail,13.4223642,A,1,77.73
Tomato,Summer,2024,8,811,602,Bangalore,Wholesale,47.94684107,A,0,45.94
Brinjal,Winter,2023,6,267,709,Chennai,Retail,8.242846067,C,0,57.36
Brinjal,Rainy,2023,8,753,422,Mumbai,Retail,78.58772755,C,0,39.01
Carrot,Rainy,2023,12,536,329,Chennai,Retail,12.40821001,A,1,72.52
Brinjal,Summer,2023,8,204,901,Mumbai,Wholesale,40.22591183,B,0,74.95
Cauliflower,Winter,2022,9,406,541,Bangalore,Wholesale,92.06123609,A,0,47.85
Potato,Winter,2021,6,548,400,Mumbai,Wholesale,91.10641026,A,0,31.14
Onion,Rainy,2022,7,819,717,Bangalore,Retail,34.70040426,B,0,41.48
Potato,Winter,2023,6,233,324,Kolkata,Retail,67.71244925,C,0,32.94
Tomato,Rainy,2024,3,728,706,Hyderabad,Retail,97.32414111,A,0,54.78
Onion,Winter,2021,5,811,630,Kolkata,Wholesale,65.45886675,C,0,27.51
Tomato,Winter,2022,5,582,883,Bangalore,Retail,83.66719694,C,0,41.89
Brinjal,Winter,2022,6,878,573,Kolkata,Retail,80.64569602,C,0,39.64
Cauliflower,Rainy,2024,5,314,282,Kolkata,Retail,37.79889401,C,0,37.01
Potato,Rainy,2021,2,556,348,Kolkata,Retail,3.854176313,C,0,29.3
Cabbage,Winter,2024,9,623,784,Bangalore,Retail,8.616569501,B,0,41.96
Potato,Winter,2022,9,868,574,Bangalore,Wholesale,30.71826517,C,0,22.71
Carrot,Winter,2024,4,165,193,Mumbai,Retail,16.14848175,A,0,73.52
Tomato,Winter,2023,2,560,596,Hyderabad,Wholesale,89.23756105,B,0,37.99
Cabbage,Rainy,2023,8,902,800,Delhi,Retail,36.40317527,A,0,46.9
Cabbage,Rainy,2022,10,408,202,Hyderabad,Retail,29.20360979,A,1,47.85
Tomato,Rainy,2022,4,765,655,Mumbai,Wholesale,22.48606976,B,0,38.8
Potato,Summer,2023,5,893,539,Mumbai,Wholesale,62.24297205,A,0,31.17
Onion,Rainy,2024,12,812,923,Mumbai,Retail,54.08231732,C,1,40
Carrot,Summer,2022,9,174,618,Chennai,Wholesale,12.45287075,A,0,91.61
Brinjal,Winter,2021,8,649,520,Mumbai,Wholesale,33.86145104,C,0,36.42
Carrot,Rainy,2024,6,509,179,Kolkata,Retail,67.78196448,A,0,61.81
Potato,Rainy,2023,7,384,321,Kolkata,Retail,28.84246445,C,0,30.05
Onion,Winter,2024,5,925,168,Chennai,Wholesale,78.23822767,A,0,33.13
Cabbage,Rainy,2023,1,676,328,Chennai,Retail,43.31577442,A,1,47.03
Onion,Rainy,2023,5,716,782,Delhi,Retail,11.73383453,C,0,37.69
Cauliflower,Summer,2022,6,657,429,Delhi,Wholesale,95.5910941,C,0,27.24
Cauliflower,Rainy,2024,11,886,908,Hyderabad,Retail,29.11009851,A,1,61.31
Brinjal,Summer,2021,5,850,713,Bangalore,Retail,16.31120707,B,0,50.89
Potato,Summer,2024,1,231,674,Delhi,Wholesale,2.39253531,A,1,65.06
Potato,Summer,2023,3,195,371,Chennai,Retail,73.18065149,A,0,53.89
Cabbage,Rainy,2024,11,393,933,Hyderabad,Retail,96.3984613,C,1,44.59
Onion,Winter,2022,6,848,690,Hyderabad,Wholesale,95.9988519,B,0,31.47
Onion,Rainy,2023,8,616,306,Hyderabad,Wholesale,90.8553675,A,0,36.04
Cauliflower,Winter,2021,1,482,211,Delhi,Retail,86.31834789,B,1,41.48
Cabbage,Winter,2022,2,766,938,Hyderabad,Wholesale,4.199733091,B,0,34.84
Onion,Winter,2024,3,523,563,Kolkata,Retail,51.42468231,A,0,53.27
Tomato,Summer,2023,6,735,343,Chennai,Wholesale,98.01253937,A,0,40.34
Tomato,Winter,2024,8,669,619,Kolkata,Wholesale,11.76361555,C,0,33.87
Cauliflower,Winter,2023,9,309,511,Mumbai,Retail,88.7654499,B,0,48.28
Brinjal,Rainy,2023,10,369,720,Delhi,Retail,31.02723774,A,1,80.34
Cauliflower,Summer,2023,8,654,616,Chennai,Wholesale,22.13409024,A,0,46.97
Brinjal,Winter,2022,7,482,872,Kolkata,Wholesale,37.54050365,C,0,43.98
Tomato,Summer,2023,3,575,569,Kolkata,Wholesale,78.46745869,C,0,32.09
Tomato,Summer,2023,1,438,162,Chennai,Retail,22.31771606,B,1,45.43
Tomato,Summer,2021,12,739,286,Mumbai,Wholesale,92.93610976,B,1,35.76
Onion,Winter,2023,6,657,324,Hyderabad,Retail,52.44397186,B,0,37.33
Potato,Summer,2021,11,766,286,Bangalore,Retail,75.82306604,C,1,28.32
Cabbage,Summer,2022,9,365,552,Mumbai,Wholesale,7.439224011,C,0,31.68
Cabbage,Summer,2021,7,733,701,Delhi,Wholesale,95.16899541,C,0,24.47
Onion,Summer,2023,1,705,828,Mumbai,Retail,28.60057671,A,1,60.51
Tomato,Summer,2021,1,881,328,Bangalore,Retail,34.28228828,A,1,56.22
Cabbage,Rainy,2022,11,630,300,Chennai,Wholesale,47.91311317,B,1,30.36
Cabbage,Summer,2023,8,386,719,Mumbai,Retail,11.15265837,B,0,47.27
Tomato,Summer,2023,10,323,742,Delhi,Retail,90.53500406,B,1,59.99
Cauliflower,Rainy,2024,7,280,768,Chennai,Wholesale,16.3509091,C,0,45.85
Tomato,Rainy,2023,6,714,720,Delhi,Wholesale,4.679368851,A,0,51.09
Potato,Summer,2021,3,702,650,Hyderabad,Retail,66.72096092,C,0,29.45
Tomato,Rainy,2023,12,667,581,Bangalore,Wholesale,61.78505591,B,1,41.36
Cauliflower,Rainy,2023,1,532,828,Hyderabad,Wholesale,92.93424711,B,1,44.26
Cabbage,Winter,2023,8,706,492,Bangalore,Retail,61.41248262,B,0,34.81
Onion,Rainy,2022,6,823,541,Hyderabad,Retail,78.61644067,A,0,47.21
Brinjal,Summer,2023,12,425,854,Chennai,Wholesale,99.18274413,B,1,55.07
Onion,Winter,2024,9,656,515,Kolkata,Wholesale,47.13331555,A,0,41.46
Tomato,Summer,2023,10,756,516,Chennai,Retail,3.468170713,A,1,61.25
Tomato,Summer,2023,8,681,193,Kolkata,Retail,35.64699649,B,0,40.12
Potato,Rainy,2022,8,195,739,Bangalore,Wholesale,69.88200703,B,0,53.14
Onion,Rainy,2024,5,237,519,Kolkata,Retail,65.04061954,B,0,52.02
Cabbage,Winter,2023,9,690,232,Kolkata,Wholesale,69.25901266,C,0,20.61
Potato,Winter,2024,8,629,299,Chennai,Wholesale,52.28337663,A,0,30.23
